product_id,product_name,category,description,user_id,rating
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,9,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,3,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,15,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,18,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,19,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,19,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,12,5
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,15,3
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,19,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,16,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,20,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,13,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,1,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,1,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,11,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,5,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,12,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,11,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,16,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,11,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,6,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,2
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,13,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,8,2
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,16,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,16,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,16,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,2,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,10,3
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,10,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,13,2
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,9,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,8,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,16,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,12,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,19,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,7,1
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,15,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,14,5
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,9,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,1,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,8,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,18,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,7,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,8,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,1,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,14,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,17,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,15,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,15,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,12,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,7,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,13,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,17,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,11,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,20,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,3,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,1,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,20,5
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,19,1
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,13,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,6,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,17,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,12,2
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,18,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,6,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,10,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,12,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,20,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,14,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,14,5
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,13,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,17,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,6,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,14,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,13,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,7,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,13,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,20,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,12,5
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,16,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,13,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,9,2
106,Adidas Ultraboost,Fashion,High performance running shoes boost,15,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,18,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,6,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,11,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,16,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,4,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,18,2
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,19,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,16,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,18,5
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,7,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,19,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,18,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,15,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,8,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,9,2
