product_id,product_name,category,description,user_id,rating
106,Adidas Ultraboost,Fashion,High performance running shoes boost,14,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,18,5
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,9,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,15,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,8,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,18,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,15,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,15,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,4,5
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,11,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,9,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,18,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,5,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,3,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,20,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,20,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,16,5
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,20,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,14,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,10,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,9,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,16,5
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,1,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,8,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,5,2
106,Adidas Ultraboost,Fashion,High performance running shoes boost,19,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,16,5
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,9,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,19,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,13,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,5,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,16,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,16,5
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,8,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,4,5
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,15,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,10,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,20,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,3,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,3,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,3,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,9,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,13,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,4,5
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,2,5
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,16,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,14,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,16,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,1,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,16,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,12,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,6,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,14,4
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,1,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,7,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,4,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,13,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,9,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,3,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,20,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,5,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,8,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,10,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,9,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,14,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,11,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,1,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,3,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,7,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,4,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,6,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,10,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,8,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,5,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,17,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,5,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,17,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,5,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,18,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,4,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,3,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,18,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,16,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,5,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,8,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,3,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,8,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,10,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,16,5
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,14,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,18,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,6,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,13,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,12,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,17,4
